area_type,availability,location,size,society,total_sqft,bath,balcony,price,bhk,price_per_sqft
Super built-up  Area,Ready To Move,Sarjapur Road,2 BHK,GrnSpce,1167.0,2.0,0.0,75.27,2,6449.87146529563
Plot  Area,Ready To Move,Sarjapur Road,2 BHK,GrnSpce,1182.0,2.0,3.0,73.15,2,6188.6632825719125
Super built-up  Area,Ready To Move,Sarjapur Road,2 BHK,GrnSpce,1065.0,2.0,1.0,69.83,2,6556.807511737089
Plot  Area,Ready To Move,Sarjapur Road,3 BHK,GrnSpce,1766.0,3.0,0.0,109.78,3,6216.308040770102
Built-up  Area,Ready To Move,Sarjapur Road,2 BHK,GrnSpce,986.0,2.0,0.0,58.63,2,5946.2474645030425
Plot  Area,Ready To Move,Sarjapur Road,3 BHK,GrnSpce,1753.0,3.0,0.0,125.51,3,7159.726183685111
Plot  Area,Ready To Move,Sarjapur Road,3 BHK,GrnSpce,1779.0,3.0,3.0,119.68,3,6727.374929735806
Super built-up  Area,Ready To Move,Sarjapur Road,2 BHK,GrnSpce,939.0,2.0,3.0,59.9,2,6379.1267305644305
Built-up  Area,Ready To Move,Sarjapur Road,3 BHK,GrnSpce,1970.0,3.0,0.0,122.38,3,6212.1827411167515
Super built-up  Area,Ready To Move,Sarjapur Road,4 BHK,GrnSpce,2337.0,4.0,0.0,145.82,4,6239.6234488660675
Super built-up  Area,Ready To Move,Sarjapur Road,2 BHK,GrnSpce,1107.0,2.0,1.0,69.07,2,6239.3857271906045
Built-up  Area,Ready To Move,Sarjapur Road,2 BHK,GrnSpce,1284.0,2.0,3.0,86.2,2,6713.395638629284
Super built-up  Area,Ready To Move,Sarjapur Road,3 BHK,GrnSpce,1951.0,3.0,2.0,123.56,3,6333.162480779088
Super built-up  Area,Ready To Move,Sarjapur Road,2 BHK,GrnSpce,1174.0,2.0,3.0,71.29,2,6072.402044293016
Super built-up  Area,Ready To Move,Sarjapur Road,3 BHK,GrnSpce,1808.0,3.0,2.0,119.1,3,6587.3893805309735
Super built-up  Area,Ready To Move,Sarjapur Road,2 BHK,GrnSpce,1074.0,3.0,3.0,67.48,2,6283.0540037243945
Carpet  Area,Ready To Move,Sarjapur Road,1 BHK,GrnSpce,694.0,1.0,0.0,45.82,1,6602.305475504323
Plot  Area,Ready To Move,Sarjapur Road,3 BHK,GrnSpce,1918.0,3.0,3.0,126.89,3,6615.745568300313
Built-up  Area,Ready To Move,Sarjapur Road,2 BHK,GrnSpce,975.0,3.0,0.0,62.73,2,6433.846153846154
Built-up  Area,Ready To Move,Sarjapur Road,3 BHK,GrnSpce,1403.0,3.0,1.0,96.18,3,6855.310049893086
Plot  Area,Ready To Move,Sarjapur Road,2 BHK,GrnSpce,968.0,2.0,3.0,67.21,2,6943.181818181817
Plot  Area,Ready To Move,Sarjapur Road,2 BHK,GrnSpce,1226.0,2.0,1.0,81.16,2,6619.902120717781
Super built-up  Area,Ready To Move,Sarjapur Road,3 BHK,GrnSpce,1496.0,3.0,2.0,92.74,3,6199.197860962567
Super built-up  Area,Ready To Move,Sarjapur Road,2 BHK,GrnSpce,1180.0,2.0,0.0,80.73,2,6841.525423728814
Built-up  Area,Ready To Move,Sarjapur Road,3 BHK,GrnSpce,1571.0,3.0,0.0,104.25,3,6635.900700190961
Super built-up  Area,Ready To Move,Sarjapur Road,2 BHK,GrnSpce,1073.0,3.0,1.0,72.52,2,6758.620689655172
Carpet  Area,Ready To Move,Sarjapur Road,1 BHK,GrnSpce,632.0,1.0,1.0,41.16,1,6512.658227848101
Super built-up  Area,Ready To Move,Sarjapur Road,3 BHK,GrnSpce,1959.0,3.0,0.0,127.58,3,6512.506380806534
Super built-up  Area,Ready To Move,Sarjapur Road,2 BHK,GrnSpce,1265.0,2.0,2.0,88.18,2,6970.750988142292
Super built-up  Area,Ready To Move,Sarjapur Road,3 BHK,GrnSpce,1618.0,3.0,3.0,108.87,3,6728.6773794808405
Super built-up  Area,Ready To Move,Sarjapur Road,3 BHK,GrnSpce,1997.0,4.0,2.0,133.11,3,6665.498247371058
Super built-up  Area,Ready To Move,Sarjapur Road,2 BHK,GrnSpce,947.0,3.0,1.0,63.42,2,6696.937697993664
Plot  Area,Ready To Move,Sarjapur Road,3 BHK,GrnSpce,1442.0,3.0,1.0,93.09,3,6455.617198335645
Super built-up  Area,Ready To Move,Sarjapur Road,2 BHK,GrnSpce,1209.0,3.0,1.0,79.66,2,6588.916459884202
Built-up  Area,Ready To Move,Sarjapur Road,2 BHK,GrnSpce,1043.0,2.0,1.0,67.55,2,6476.5100671140935
Super built-up  Area,Ready To Move,Sarjapur Road,2 BHK,GrnSpce,1000.0,2.0,3.0,66.19,2,6619.0
Super built-up  Area,Ready To Move,Sarjapur Road,2 BHK,GrnSpce,999.0,3.0,0.0,67.11,2,6717.717717717717
Built-up  Area,Ready To Move,Sarjapur Road,1 BHK,GrnSpce,673.0,1.0,2.0,47.13,1,7002.97176820208
Plot  Area,Ready To Move,Sarjapur Road,2 BHK,GrnSpce,1258.0,2.0,3.0,79.23,2,6298.092209856915
Super built-up  Area,Ready To Move,Sarjapur Road,2 BHK,GrnSpce,1151.0,2.0,3.0,77.19,2,6706.342311033884
Super built-up  Area,Ready To Move,Sarjapur Road,2 BHK,GrnSpce,1001.0,2.0,1.0,68.16,2,6809.190809190809
Plot  Area,Ready To Move,Sarjapur Road,2 BHK,GrnSpce,1078.0,3.0,0.0,63.54,2,5894.248608534323
Super built-up  Area,Ready To Move,Sarjapur Road,3 BHK,GrnSpce,1727.0,4.0,2.0,101.78,3,5893.456861609728
Super built-up  Area,Ready To Move,Sarjapur Road,2 BHK,GrnSpce,1081.0,2.0,3.0,70.9,2,6558.741905642924
Super built-up  Area,Ready To Move,Sarjapur Road,2 BHK,GrnSpce,902.0,3.0,0.0,58.95,2,6535.476718403547
Super built-up  Area,Ready To Move,Sarjapur Road,3 BHK,GrnSpce,1952.0,3.0,0.0,117.82,3,6035.860655737705
Super built-up  Area,Ready To Move,Sarjapur Road,4 BHK,GrnSpce,3188.0,5.0,3.0,196.5,4,6163.739021329988
Built-up  Area,Ready To Move,Sarjapur Road,3 BHK,GrnSpce,1821.0,3.0,3.0,128.74,3,7069.741900054915
Super built-up  Area,Ready To Move,Sarjapur Road,3 BHK,GrnSpce,1404.0,3.0,0.0,87.52,3,6233.618233618234
Plot  Area,Ready To Move,Sarjapur Road,2 BHK,GrnSpce,1197.0,2.0,1.0,82.42,2,6885.547201336675
Super built-up  Area,Ready To Move,Sarjapur Road,2 BHK,GrnSpce,917.0,3.0,2.0,64.55,2,7039.258451472192
Plot  Area,Ready To Move,Sarjapur Road,2 BHK,GrnSpce,1209.0,3.0,0.0,85.71,2,7089.330024813896
Built-up  Area,Ready To Move,Sarjapur Road,2 BHK,GrnSpce,1020.0,2.0,3.0,65.84,2,6454.901960784314
Plot  Area,Ready To Move,Sarjapur Road,3 BHK,GrnSpce,1478.0,3.0,2.0,93.97,3,6357.916102841678
Super built-up  Area,Ready To Move,Sarjapur Road,2 BHK,GrnSpce,951.0,3.0,1.0,58.85,2,6188.222923238696
Plot  Area,Ready To Move,Sarjapur Road,2 BHK,GrnSpce,1066.0,2.0,2.0,75.45,2,7077.861163227017
Plot  Area,Ready To Move,Sarjapur Road,2 BHK,GrnSpce,1269.0,3.0,1.0,84.54,2,6661.93853427896
Super built-up  Area,Ready To Move,Sarjapur Road,2 BHK,GrnSpce,1250.0,2.0,1.0,78.73,2,6298.4
Super built-up  Area,Ready To Move,Sarjapur Road,1 BHK,GrnSpce,690.0,1.0,0.0,47.07,1,6821.739130434783
Super built-up  Area,Ready To Move,Sarjapur Road,1 BHK,GrnSpce,619.0,1.0,1.0,41.3,1,6672.0516962843285
Super built-up  Area,Ready To Move,Sarjapur Road,2 BHK,GrnSpce,1221.0,2.0,1.0,75.31,2,6167.895167895168
Plot  Area,Ready To Move,Sarjapur Road,3 BHK,GrnSpce,1949.0,3.0,2.0,128.74,3,6605.4386865059005
Super built-up  Area,Ready To Move,Sarjapur Road,4 BHK,GrnSpce,3140.0,5.0,0.0,200.93,4,6399.044585987262
Super built-up  Area,Ready To Move,Sarjapur Road,5 BHK,GrnSpce,4669.0,5.0,1.0,283.99,5,6082.458770614693
Plot  Area,Ready To Move,Sarjapur Road,2 BHK,GrnSpce,907.0,2.0,3.0,60.66,2,6687.982359426682
Super built-up  Area,Ready To Move,Sarjapur Road,2 BHK,GrnSpce,1042.0,3.0,2.0,74.34,2,7134.357005758157
Super built-up  Area,Ready To Move,Sarjapur Road,4 BHK,GrnSpce,2911.0,5.0,3.0,190.79,4,6554.105118515974
Super built-up  Area,Ready To Move,Sarjapur Road,4 BHK,GrnSpce,2466.0,4.0,1.0,151.0,4,6123.276561232766
Carpet  Area,Ready To Move,Sarjapur Road,2 BHK,GrnSpce,1270.0,2.0,3.0,78.66,2,6193.700787401574
Super built-up  Area,Ready To Move,Sarjapur Road,2 BHK,GrnSpce,983.0,2.0,3.0,58.26,2,5926.75483214649
Built-up  Area,Ready To Move,Sarjapur Road,3 BHK,GrnSpce,1657.0,3.0,0.0,103.58,3,6251.056125528063
Super built-up  Area,Ready To Move,Sarjapur Road,2 BHK,GrnSpce,1155.0,3.0,1.0,69.0,2,5974.025974025974
Super built-up  Area,Ready To Move,Sarjapur Road,2 BHK,GrnSpce,910.0,2.0,1.0,57.99,2,6372.527472527472
Plot  Area,Ready To Move,Sarjapur Road,4 BHK,GrnSpce,3184.0,4.0,3.0,203.44,4,6389.447236180905
Carpet  Area,Ready To Move,Sarjapur Road,4 BHK,GrnSpce,2725.0,4.0,1.0,181.59,4,6663.853211009175
Super built-up  Area,Ready To Move,Sarjapur Road,4 BHK,GrnSpce,2865.0,4.0,1.0,199.03,4,6946.945898778359
Super built-up  Area,Ready To Move,Sarjapur Road,4 BHK,GrnSpce,2869.0,4.0,3.0,188.74,4,6578.59881491809
Super built-up  Area,Ready To Move,Sarjapur Road,2 BHK,GrnSpce,904.0,2.0,3.0,63.41,2,7014.380530973452
Built-up  Area,Ready To Move,Sarjapur Road,3 BHK,GrnSpce,1536.0,3.0,3.0,103.21,3,6719.401041666667
Plot  Area,Ready To Move,Sarjapur Road,3 BHK,GrnSpce,1639.0,3.0,2.0,106.74,3,6512.507626601587
Super built-up  Area,Ready To Move,Sarjapur Road,2 BHK,GrnSpce,1285.0,2.0,1.0,91.52,2,7122.178988326848
Carpet  Area,Ready To Move,Sarjapur Road,2 BHK,GrnSpce,1055.0,2.0,0.0,71.49,2,6776.303317535544
Super built-up  Area,Ready To Move,Sarjapur Road,2 BHK,GrnSpce,1033.0,2.0,0.0,71.71,2,6941.91674733785
Super built-up  Area,Ready To Move,Sarjapur Road,4 BHK,GrnSpce,2476.0,4.0,0.0,158.74,4,6411.1470113085625
Super built-up  Area,Ready To Move,Sarjapur Road,3 BHK,GrnSpce,1909.0,3.0,1.0,112.54,3,5895.233106338397
Super built-up  Area,Ready To Move,Sarjapur Road,1 BHK,GrnSpce,588.0,1.0,0.0,38.11,1,6481.292517006803
Super built-up  Area,Ready To Move,Sarjapur Road,2 BHK,GrnSpce,1237.0,3.0,0.0,73.44,2,5936.944219886823
Super built-up  Area,Ready To Move,Sarjapur Road,2 BHK,GrnSpce,1266.0,2.0,0.0,85.66,2,6766.192733017378
Super built-up  Area,Ready To Move,Sarjapur Road,2 BHK,GrnSpce,1128.0,2.0,3.0,72.91,2,6463.652482269504
Plot  Area,Ready To Move,Sarjapur Road,2 BHK,GrnSpce,963.0,3.0,2.0,66.88,2,6944.963655244029
Built-up  Area,Ready To Move,Sarjapur Road,3 BHK,GrnSpce,1420.0,3.0,2.0,87.47,3,6159.859154929577
Super built-up  Area,Ready To Move,Sarjapur Road,3 BHK,GrnSpce,1847.0,3.0,0.0,131.15,3,7100.703844071467
Super built-up  Area,Ready To Move,Thanisandra,3 BHK,GrnSpce,1420.0,3.0,3.0,85.98,3,6054.929577464789
Super built-up  Area,Ready To Move,Thanisandra,4 BHK,GrnSpce,3157.0,4.0,2.0,178.7,4,5660.437123851758
Super built-up  Area,Ready To Move,Thanisandra,3 BHK,GrnSpce,1436.0,4.0,3.0,90.08,3,6272.980501392758
Super built-up  Area,Ready To Move,Thanisandra,2 BHK,GrnSpce,1078.0,3.0,2.0,67.2,2,6233.766233766234
Super built-up  Area,Ready To Move,Thanisandra,2 BHK,GrnSpce,1076.0,2.0,0.0,61.92,2,5754.646840148699
Built-up  Area,Ready To Move,Thanisandra,1 BHK,GrnSpce,614.0,1.0,0.0,38.86,1,6328.990228013029
Super built-up  Area,Ready To Move,Thanisandra,3 BHK,GrnSpce,1713.0,3.0,1.0,105.14,3,6137.769994162289
Carpet  Area,Ready To Move,Thanisandra,2 BHK,GrnSpce,976.0,2.0,1.0,59.98,2,6145.491803278688
Super built-up  Area,Ready To Move,Thanisandra,3 BHK,GrnSpce,1752.0,3.0,0.0,102.82,3,5868.721461187215
Plot  Area,Ready To Move,Thanisandra,2 BHK,GrnSpce,1023.0,2.0,3.0,66.41,2,6491.691104594331
Super built-up  Area,Ready To Move,Thanisandra,4 BHK,GrnSpce,2512.0,5.0,3.0,160.91,4,6405.652866242038
Super built-up  Area,Ready To Move,Thanisandra,4 BHK,GrnSpce,3058.0,4.0,0.0,206.57,4,6755.068672334859
Super built-up  Area,Ready To Move,Thanisandra,2 BHK,GrnSpce,1095.0,2.0,2.0,66.84,2,6104.109589041096
Plot  Area,Ready To Move,Thanisandra,2 BHK,GrnSpce,1168.0,2.0,0.0,71.01,2,6079.623287671234
Plot  Area,Ready To Move,Thanisandra,3 BHK,GrnSpce,1499.0,3.0,0.0,89.25,3,5953.969312875251
Super built-up  Area,Ready To Move,Thanisandra,3 BHK,GrnSpce,1492.0,4.0,1.0,89.61,3,6006.032171581769
Super built-up  Area,Ready To Move,Thanisandra,2 BHK,GrnSpce,1168.0,2.0,2.0,78.63,2,6732.020547945205
Super built-up  Area,Ready To Move,Thanisandra,3 BHK,GrnSpce,1805.0,3.0,3.0,121.62,3,6737.950138504155
Plot  Area,Ready To Move,Thanisandra,3 BHK,GrnSpce,1617.0,3.0,3.0,99.76,3,6169.449598021027
Plot  Area,Ready To Move,Thanisandra,1 BHK,GrnSpce,515.0,1.0,0.0,29.59,1,5745.631067961165
Plot  Area,Ready To Move,Thanisandra,3 BHK,GrnSpce,1852.0,4.0,0.0,110.27,3,5954.103671706263
Built-up  Area,Ready To Move,Thanisandra,4 BHK,GrnSpce,2688.0,4.0,2.0,182.22,4,6779.017857142857
Super built-up  Area,Ready To Move,Thanisandra,5 BHK,GrnSpce,4684.0,5.0,2.0,276.2,5,5896.66951323655
Super built-up  Area,Ready To Move,Thanisandra,1 BHK,GrnSpce,521.0,1.0,0.0,35.61,1,6834.932821497121
Super built-up  Area,Ready To Move,Thanisandra,2 BHK,GrnSpce,1047.0,2.0,0.0,68.1,2,6504.29799426934
Super built-up  Area,Ready To Move,Thanisandra,1 BHK,GrnSpce,610.0,1.0,3.0,39.22,1,6429.508196721312
Super built-up  Area,Ready To Move,Thanisandra,2 BHK,GrnSpce,970.0,2.0,3.0,61.93,2,6384.5360824742265
Built-up  Area,Ready To Move,Thanisandra,2 BHK,GrnSpce,1145.0,2.0,1.0,76.32,2,6665.502183406113
Super built-up  Area,Ready To Move,Thanisandra,4 BHK,GrnSpce,2274.0,4.0,1.0,139.39,4,6129.7273526824965
Built-up  Area,Ready To Move,Thanisandra,3 BHK,GrnSpce,1444.0,3.0,1.0,82.15,3,5689.058171745153
Super built-up  Area,Ready To Move,Thanisandra,2 BHK,GrnSpce,1125.0,2.0,1.0,69.42,2,6170.666666666667
Plot  Area,Ready To Move,Thanisandra,3 BHK,GrnSpce,1936.0,3.0,1.0,126.28,3,6522.727272727273
Super built-up  Area,Ready To Move,Thanisandra,2 BHK,GrnSpce,1063.0,2.0,0.0,66.52,2,6257.761053621825
Super built-up  Area,Ready To Move,Thanisandra,2 BHK,GrnSpce,915.0,2.0,2.0,58.91,2,6438.251366120218
Super built-up  Area,Ready To Move,Thanisandra,2 BHK,GrnSpce,952.0,2.0,1.0,56.4,2,5924.36974789916
Plot  Area,Ready To Move,Thanisandra,4 BHK,GrnSpce,2656.0,5.0,3.0,175.65,4,6613.328313253012
Built-up  Area,Ready To Move,Thanisandra,1 BHK,GrnSpce,665.0,1.0,2.0,44.14,1,6637.5939849624065
Built-up  Area,Ready To Move,Thanisandra,2 BHK,GrnSpce,1196.0,3.0,1.0,77.47,2,6477.42474916388
Plot  Area,Ready To Move,Thanisandra,4 BHK,GrnSpce,2826.0,4.0,0.0,189.21,4,6695.329087048833
Built-up  Area,Ready To Move,Thanisandra,1 BHK,GrnSpce,533.0,1.0,1.0,36.05,1,6763.602251407128
Super built-up  Area,Ready To Move,Thanisandra,3 BHK,GrnSpce,1712.0,3.0,2.0,108.22,3,6321.261682242991
Plot  Area,Ready To Move,Thanisandra,3 BHK,GrnSpce,1750.0,3.0,2.0,110.72,3,6326.857142857143
Super built-up  Area,Ready To Move,Thanisandra,2 BHK,GrnSpce,1008.0,2.0,3.0,60.23,2,5975.1984126984125
Built-up  Area,Ready To Move,Thanisandra,3 BHK,GrnSpce,1915.0,3.0,3.0,121.9,3,6365.535248041775
Super built-up  Area,Ready To Move,Thanisandra,3 BHK,GrnSpce,1480.0,4.0,0.0,102.16,3,6902.7027027027025
Super built-up  Area,Ready To Move,Thanisandra,1 BHK,GrnSpce,716.0,1.0,0.0,44.49,1,6213.687150837989
Plot  Area,Ready To Move,Thanisandra,3 BHK,GrnSpce,1813.0,3.0,3.0,108.3,3,5973.524544953117
Super built-up  Area,Ready To Move,Thanisandra,3 BHK,GrnSpce,1846.0,3.0,3.0,118.0,3,6392.1993499458285
Super built-up  Area,Ready To Move,Thanisandra,1 BHK,GrnSpce,723.0,1.0,3.0,40.82,1,5645.919778699862
Super built-up  Area,Ready To Move,Thanisandra,2 BHK,GrnSpce,1075.0,2.0,2.0,65.33,2,6077.209302325581
Carpet  Area,Ready To Move,Thanisandra,2 BHK,GrnSpce,1291.0,2.0,0.0,85.4,2,6615.027110766848
Super built-up  Area,Ready To Move,Thanisandra,2 BHK,GrnSpce,1117.0,2.0,2.0,76.5,2,6848.70188003581
Super built-up  Area,Ready To Move,Thanisandra,2 BHK,GrnSpce,913.0,2.0,0.0,58.93,2,6454.545454545455
Super built-up  Area,Ready To Move,Thanisandra,2 BHK,GrnSpce,1255.0,2.0,2.0,86.33,2,6878.8844621513945
Super built-up  Area,Ready To Move,Thanisandra,2 BHK,GrnSpce,1014.0,2.0,3.0,61.44,2,6059.171597633136
Super built-up  Area,Ready To Move,Thanisandra,3 BHK,GrnSpce,1437.0,3.0,1.0,91.84,3,6391.092553931802
Super built-up  Area,Ready To Move,Thanisandra,1 BHK,GrnSpce,533.0,1.0,1.0,33.21,1,6230.7692307692305
Super built-up  Area,Ready To Move,Thanisandra,3 BHK,GrnSpce,1811.0,3.0,3.0,110.31,3,6091.109884041965
Super built-up  Area,Ready To Move,Thanisandra,2 BHK,GrnSpce,1244.0,3.0,1.0,70.3,2,5651.12540192926
Super built-up  Area,Ready To Move,Thanisandra,2 BHK,GrnSpce,1064.0,3.0,2.0,69.51,2,6532.894736842106
Super built-up  Area,Ready To Move,Thanisandra,2 BHK,GrnSpce,1116.0,3.0,0.0,74.91,2,6712.365591397849
Super built-up  Area,Ready To Move,Thanisandra,3 BHK,GrnSpce,1633.0,3.0,2.0,104.25,3,6383.955909369259
Super built-up  Area,Ready To Move,Thanisandra,2 BHK,GrnSpce,967.0,2.0,1.0,61.41,2,6350.568769389865
Built-up  Area,Ready To Move,Thanisandra,3 BHK,GrnSpce,1663.0,3.0,3.0,114.01,3,6855.682501503307
Super built-up  Area,Ready To Move,Thanisandra,3 BHK,GrnSpce,1445.0,4.0,0.0,95.68,3,6621.4532871972315
Super built-up  Area,Ready To Move,Thanisandra,3 BHK,GrnSpce,1843.0,3.0,1.0,105.55,3,5727.075420510038
Plot  Area,Ready To Move,Thanisandra,2 BHK,GrnSpce,955.0,3.0,2.0,65.14,2,6820.942408376964
Super built-up  Area,Ready To Move,Thanisandra,2 BHK,GrnSpce,1084.0,2.0,1.0,67.16,2,6195.571955719557
Super built-up  Area,Ready To Move,Thanisandra,3 BHK,GrnSpce,1423.0,3.0,0.0,79.98,3,5620.520028109628
Built-up  Area,Ready To Move,Thanisandra,2 BHK,GrnSpce,1178.0,3.0,3.0,67.7,2,5747.028862478777
Built-up  Area,Ready To Move,Thanisandra,2 BHK,GrnSpce,954.0,2.0,2.0,60.43,2,6334.381551362683
Super built-up  Area,Ready To Move,Thanisandra,2 BHK,GrnSpce,1052.0,2.0,0.0,66.49,2,6320.342205323193
Super built-up  Area,Ready To Move,Thanisandra,3 BHK,GrnSpce,1490.0,3.0,2.0,100.25,3,6728.187919463087
Plot  Area,Ready To Move,Thanisandra,2 BHK,GrnSpce,1296.0,3.0,3.0,75.34,2,5813.271604938272
Super built-up  Area,Ready To Move,Thanisandra,2 BHK,GrnSpce,976.0,2.0,0.0,63.48,2,6504.098360655737
Super built-up  Area,Ready To Move,Thanisandra,3 BHK,GrnSpce,1805.0,3.0,0.0,111.08,3,6154.016620498615
Super built-up  Area,Ready To Move,Thanisandra,4 BHK,GrnSpce,2770.0,5.0,3.0,171.54,4,6192.779783393502
Plot  Area,Ready To Move,Thanisandra,4 BHK,GrnSpce,2561.0,4.0,0.0,154.94,4,6049.980476376415
Super built-up  Area,Ready To Move,Thanisandra,3 BHK,GrnSpce,1983.0,4.0,0.0,111.56,3,5625.8194654563795
Plot  Area,Ready To Move,Thanisandra,2 BHK,GrnSpce,1020.0,3.0,2.0,66.09,2,6479.411764705882
Super built-up  Area,Ready To Move,Thanisandra,3 BHK,GrnSpce,1931.0,3.0,3.0,122.1,3,6323.148627654065
Super built-up  Area,Ready To Move,Thanisandra,1 BHK,GrnSpce,531.0,2.0,2.0,31.8,1,5988.700564971751
Plot  Area,Ready To Move,Thanisandra,2 BHK,GrnSpce,1260.0,2.0,3.0,83.35,2,6615.079365079364
Super built-up  Area,Ready To Move,Thanisandra,3 BHK,GrnSpce,1622.0,3.0,3.0,100.93,3,6222.564734895191
Super built-up  Area,Ready To Move,Thanisandra,2 BHK,GrnSpce,1057.0,2.0,2.0,63.1,2,5969.725638599811
Carpet  Area,Ready To Move,Thanisandra,4 BHK,GrnSpce,2627.0,4.0,3.0,175.93,4,6696.992767415302
Super built-up  Area,Ready To Move,Thanisandra,2 BHK,GrnSpce,1293.0,2.0,1.0,87.35,2,6755.607115235885
Carpet  Area,Ready To Move,Thanisandra,4 BHK,GrnSpce,3099.0,4.0,2.0,182.85,4,5900.29041626331
Built-up  Area,Ready To Move,Thanisandra,3 BHK,GrnSpce,1789.0,3.0,3.0,102.43,3,5725.544997205143
Built-up  Area,Ready To Move,Thanisandra,2 BHK,GrnSpce,919.0,2.0,1.0,52.88,2,5754.0805223068555
Built-up  Area,Ready To Move,Thanisandra,2 BHK,GrnSpce,943.0,3.0,1.0,62.44,2,6621.420996818664
Super built-up  Area,Ready To Move,Thanisandra,1 BHK,GrnSpce,675.0,1.0,1.0,38.38,1,5685.925925925927
Plot  Area,Ready To Move,Thanisandra,2 BHK,GrnSpce,1135.0,2.0,1.0,75.84,2,6681.938325991189
Built-up  Area,Ready To Move,Thanisandra,1 BHK,GrnSpce,689.0,1.0,0.0,42.94,1,6232.2206095791
Super built-up  Area,Ready To Move,Thanisandra,2 BHK,GrnSpce,983.0,3.0,0.0,67.33,2,6849.440488301119
Plot  Area,Ready To Move,Thanisandra,3 BHK,GrnSpce,1629.0,3.0,0.0,96.8,3,5942.2958870472685
Super built-up  Area,Ready To Move,Thanisandra,4 BHK,GrnSpce,3126.0,4.0,3.0,194.86,4,6233.525271912988
Built-up  Area,Ready To Move,Thanisandra,3 BHK,GrnSpce,1831.0,3.0,3.0,115.99,3,6334.789732386674
Built-up  Area,Ready To Move,Thanisandra,2 BHK,GrnSpce,1246.0,2.0,3.0,73.66,2,5911.717495987159
Super built-up  Area,Ready To Move,Thanisandra,3 BHK,GrnSpce,1534.0,4.0,1.0,87.4,3,5697.522816166884
Super built-up  Area,Ready To Move,Thanisandra,2 BHK,GrnSpce,1201.0,2.0,1.0,79.57,2,6625.312239800166
Built-up  Area,Ready To Move,Uttarahalli,3 BHK,GrnSpce,1515.0,3.0,3.0,66.56,3,4393.399339933993
Super built-up  Area,Ready To Move,Uttarahalli,3 BHK,GrnSpce,1575.0,3.0,1.0,69.92,3,4439.3650793650795
Super built-up  Area,Ready To Move,Uttarahalli,1 BHK,GrnSpce,734.0,2.0,1.0,35.52,1,4839.237057220709
Super built-up  Area,Ready To Move,Uttarahalli,2 BHK,GrnSpce,1067.0,2.0,0.0,48.8,2,4573.5707591377695
Built-up  Area,Ready To Move,Uttarahalli,1 BHK,GrnSpce,633.0,1.0,0.0,32.7,1,5165.876777251186
Built-up  Area,Ready To Move,Uttarahalli,3 BHK,GrnSpce,1910.0,3.0,2.0,90.68,3,4747.643979057591
Plot  Area,Ready To Move,Uttarahalli,2 BHK,GrnSpce,922.0,2.0,2.0,44.01,2,4773.318872017354
Built-up  Area,Ready To Move,Uttarahalli,3 BHK,GrnSpce,1733.0,3.0,1.0,78.95,3,4555.683785343335
Super built-up  Area,Ready To Move,Uttarahalli,1 BHK,GrnSpce,518.0,1.0,3.0,24.04,1,4640.926640926641
Super built-up  Area,Ready To Move,Uttarahalli,2 BHK,GrnSpce,939.0,2.0,0.0,41.49,2,4418.5303514377
Super built-up  Area,Ready To Move,Uttarahalli,2 BHK,GrnSpce,941.0,2.0,3.0,41.57,2,4417.640807651434
Super built-up  Area,Ready To Move,Uttarahalli,3 BHK,GrnSpce,1587.0,3.0,3.0,82.93,3,5225.5828607435415
Super built-up  Area,Ready To Move,Uttarahalli,2 BHK,GrnSpce,1168.0,3.0,1.0,57.2,2,4897.260273972603
Plot  Area,Ready To Move,Uttarahalli,3 BHK,GrnSpce,1421.0,3.0,1.0,69.53,3,4893.033075299085
Built-up  Area,Ready To Move,Uttarahalli,2 BHK,GrnSpce,1051.0,2.0,1.0,49.17,2,4678.401522359657
Super built-up  Area,Ready To Move,Uttarahalli,3 BHK,GrnSpce,1688.0,3.0,2.0,84.04,3,4978.672985781991
Super built-up  Area,Ready To Move,Uttarahalli,2 BHK,GrnSpce,1193.0,2.0,3.0,59.96,2,5025.9849119865885
Carpet  Area,Ready To Move,Uttarahalli,3 BHK,GrnSpce,1923.0,3.0,1.0,88.69,3,4612.064482579303
Super built-up  Area,Ready To Move,Uttarahalli,5 BHK,GrnSpce,4362.0,5.0,2.0,210.38,5,4823.016964695094
Super built-up  Area,Ready To Move,Uttarahalli,2 BHK,GrnSpce,1286.0,2.0,2.0,63.21,2,4915.241057542768
Built-up  Area,Ready To Move,Uttarahalli,4 BHK,GrnSpce,2728.0,4.0,1.0,127.87,4,4687.316715542522
Plot  Area,Ready To Move,Uttarahalli,2 BHK,GrnSpce,963.0,2.0,0.0,44.01,2,4570.093457943925
Super built-up  Area,Ready To Move,Uttarahalli,2 BHK,GrnSpce,1087.0,2.0,0.0,52.34,2,4815.08739650414
Super built-up  Area,Ready To Move,Uttarahalli,2 BHK,GrnSpce,904.0,2.0,2.0,42.58,2,4710.1769911504425
Plot  Area,Ready To Move,Uttarahalli,3 BHK,GrnSpce,1521.0,3.0,2.0,75.95,3,4993.425378040763
Super built-up  Area,Ready To Move,Uttarahalli,3 BHK,GrnSpce,1563.0,4.0,2.0,78.23,3,5005.118362124121
Super built-up  Area,Ready To Move,Uttarahalli,2 BHK,GrnSpce,1020.0,3.0,3.0,46.05,2,4514.705882352941
